"Effective Date","Securities Code","Securities Name","Securities Name(Eng.)","Exchange","CSRC Industry Code","CSRC Industry Name","CSRC Industry Name(Eng.)","CSRC Industry Code(Full)","CSRC Industry Name(Full)","CSRC Industry Name(Full)(Eng.)"
2016-03-25,000563,陕国投Ａ,"Shaanxi International Trust Co.,Ltd",Shenzhen,J,金融业,Finance,69,其他金融业,Other financial industries
2016-03-25,600643,爱建集团,"SHANGHAI AJ GROUP CO.,LTD.",Shanghai,J,金融业,Finance,69,其他金融业,Other financial industries
2016-03-25,600705,中航资本,"AVIC CAPITAL CO.,LTD.",Shanghai,J,金融业,Finance,69,其他金融业,Other financial industries
2016-03-25,600816,安信信托,"Anxin Trust Co., Ltd",Shanghai,J,金融业,Finance,69,其他金融业,Other financial industries
2016-03-25,000002,万科Ａ,China Vanke Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000005,世纪星源,Shenzhen Fountain Corporation,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000006,深振业Ａ,Shenzhen Zhenye (Group) Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000011,深物业A,Shenzhen Properties & Resources Development (Group) Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000014,沙河股份,Shahe Industrial Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000029,深深房Ａ,"Shenzhen Special Economic Zone Real Estate and Properties (Group) Co.,Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000031,中粮地产,COFCO Property (Group) Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000036,华联控股,China Union Holdings Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000038,深大通,Shenzhen Capstone Industrial Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000040,宝安地产,Baoan Hongji Real Estate Group Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000042,中洲控股,"SHENZHEN CENTRALCON INVESTMENT HOLDING CO., LTD",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000043,中航地产,Avic Real Estate Holding Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000046,泛海控股,"Oceanwide Hoodings Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000056,皇庭国际,"SHENZHEN WONGTEE INTERNATIONAL ENTERPRISE CO., LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000150,宜华健康,"YIHUA HEALTHCARE Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000402,金 融 街,Financial Street Holding Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000502,绿景控股,Lvjing Holding Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000505,珠江控股,Hainan Pearl River Holdings Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000514,渝开发,Chongqing Yukaifa Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000517,荣安地产,"Rongan Property Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000526,银润投资,"XIAMEN INSIGHT INVESTMENT CO., LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000534,万泽股份,"Wedge Industrial Co.,Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000537,广宇发展,Tianjin Guangyu Development Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000540,中天城投,Zhongtian Urban Development Group Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000558,莱茵体育,"LANDER SPORTS DEVELOPMENT CO.,LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000567,海德股份,Hainan Haide Industrial Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000573,粤宏远Ａ,Dongguan Winnerway Industrial Zone Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000608,阳光股份,Yangguang Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000609,绵世股份,Beijing Mainstreets Investment Group Corporation,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000615,湖北金环,Hubei Golden Ring Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000616,海航投资,"HNA INVESTMENT GROUP CO.,LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000620,新华联,"Macrolink Real Estate Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000631,顺发恒业,Shunfa Hengye Corporation.,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000656,金科股份,"Jinke Property Group Co.,Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000667,美好集团,"Myhome Real Estate Development Group CO.,LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000668,荣丰控股,Rongfeng Holding Group Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000671,阳光城,"Sunshine City Group Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000691,亚太实业,Hainan Yatai Industrial Development Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000711,京蓝科技,"HeiLongJiang Kingland Technology Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000718,苏宁环球,Suning Universal Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000732,泰禾集团,Thaihot Group Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000736,中房地产,China Real Estate Corperation Limited,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000797,中国武夷,China Wuyi Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000838,财信发展,"CASIN Guoxing Property Development Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000863,三湘股份,"Sanxiang Co.,Ltd",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000882,华联股份,Beijing Hualian Department Store Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000886,海南高速,Hainan Expressway Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000897,津滨发展,Tianjin Jinbin Development Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000918,嘉凯城,China Calxon Group Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000926,福星股份,Hubei Fuxing Science And Technology Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000965,天保基建,"Tianjin Tianbao Infrastructure Co.,Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000979,中弘股份,Zhonghong Holding Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000981,银亿股份,"Yinyi Real Estate Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,001979,招商蛇口,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002016,世荣兆业,Guangdong Shirongzhaoye Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002077,大港股份,Jiangsu Dagang Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002113,天润控股,Hunan Tianrun Enterprises Holding Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002133,广宇集团,Cosmos Group Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002146,荣盛发展,Risesun Real Estate Development Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002208,合肥城建,Hefei Urban Construction Development Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002244,滨江集团,Hangzhou Binjiang Real Estate Group Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002285,世联行,SHENZHEN WORLDUNION PROPERTIES CONSULTANCY INCORPORATED,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,002305,南国置业,Wuhan Langold Real Estate Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,200011,深物业B,Shenzhen Properties & Resources Development (Group) Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,200029,深深房Ｂ,"Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,200056,皇庭B,"SHENZHEN WONGTEE INTERNATIONAL ENTERPRISE CO., LTD.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,200160,南江B,"CHENGDE NANJIANG CO., LTD",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,200168,雷伊B,Guangdong Rieys Group Company Limited,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,200505,珠江B,Hainan Pearl River Holdings Co Ltd,Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600007,中国国贸,China World Trade Center Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600048,保利地产,Poly Real Estate Group Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600052,浙江广厦,Zhejiang Guangsha Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600053,九鼎投资,"Kunwu Jiuding Investment Holdings Co., Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600064,南京高科,NANJING GAOKE COMPANY LIMITED,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600067,冠城大通,Citychamp Dartong Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600077,宋都股份,"Sundy Land Investment Co., Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600094,大名城,Greattown Holdings Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600158,中体产业,"China Sports Industry Group Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600159,大龙地产,Beijing Dalong Weiye Real Estate Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600162,香江控股,"Shenzhen Heungkong Holding Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600173,卧龙地产,"Wolong Real Estate Group Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600177,雅戈尔,Youngor Group Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600185,格力地产,"Gree Real Estate Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600208,新湖中宝,Xinhu Zhongbao Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600215,长春经开,Changchun Jingkai (Group) Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600223,鲁商置业,"Lushang Property Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600225,天津松江,Tianjin Songjiang Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600238,海南椰岛,"Hainan Yedao (Group)Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600239,云南城投,"Yunnan Metropolitan Real Estate Development Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600240,华业资本,"BEIJING HOMYEAR CAPITAL HOLDINGS CO.,LTD",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600246,万通地产,"Beijing Vantone Real Estate Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600266,北京城建,Beijing Urban Construction Investment & Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600275,武昌鱼,Hubei Wuchangyu Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600322,天房发展,Tianjin Reality Development (Group) Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600325,华发股份,Huafa Industrial Co Ltd Zhuhai,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600340,华夏幸福,"China Fortune Land Development Co., Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600376,首开股份,"Beijing Capital Development Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600383,金地集团,Gemdale Corporation,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600393,东华实业,Guangzhou Donghua Enterprise Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600466,蓝光发展,"SICHUAN LANGUANG DEVELOPMENT CO., LTD.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600503,华丽家族,Deluxe Family Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600510,黑牡丹,Black Peony (Group) Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600533,栖霞建设,Nanjing Chixia Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600555,海航创新,"HNA INNOVATION(SHANGHAI) CO., LTD.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600565,迪马股份,Chongqing Dima Industry Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600604,市北高新,"Shanghai Shibei Hi-Tech Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600606,绿地控股,Greenland Holdings Corporation Limited,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600621,华鑫股份,"SHANGHAI CHINAFORTUNE CO., LTD",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600622,嘉宝集团,Shanghai Jiabao Industry & Commerce (Group) Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600638,新黄浦,Shanghai New Huang Pu Real Estate Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600639,浦东金桥,Shanghai Jinqiao Export Processing Zone Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600641,万业企业,Shanghai Wanye Enterprises Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600649,城投控股,"Shanghai Chengtou Holding Co., Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600657,信达地产,"Cinda Real Estate Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600658,电子城,Beijing Electronic Zone Investment and Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600663,陆家嘴,Shanghai Lujiazui Finance and Trade Zone Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600665,天地源,Tande Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600675,*ST中企,China Enterprise Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600683,京投银泰,Metro Land Corporation Ltd.,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600684,珠江实业,Guangzhou Pearl River Industrial Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600696,匹凸匹,P2P Financial Information Service Co.Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600708,光明地产,"BRIGHT REAL ESTATE GROUP CO.,LIMITED",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600716,凤凰股份,Jiangsu Phoenix Property Investment Company Limited,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600724,宁波富达,Ningbo Fuda Company Limited,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600730,中国高科,China Hi-Tech Group Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600732,*ST新梅,Shanghai Xinmei Real Estate Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600733,前锋,"Chengdu Qianfeng Electronics Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600736,苏州高新,Suzhou New District Hi-Tech Industrial Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600743,华远地产,"Hua Yuan Property Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600745,中茵股份,"Join稩n (Holding) Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600747,大连控股,Dalian Daxian Enterprises Holdings Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600748,上实发展,Shanghai Industrial Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600767,运盛医疗,"Winsan (Shanghai) Medical Science and Technology Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600773,西藏城投,Tibet Urban Development and Investment Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600791,京能置业,"Beih-Property Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600807,天业股份,"Shandong Tyan Home Co.,Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600823,世茂股份,Shanghai Shi Mao Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600848,上海临港,Shanghai Lingang Holdings Corporation Limited,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600862,南通科技,"TONTEC Technology Investment Group Co., Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,600890,中房股份,Cred Holding Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,601155,新城控股,"Future Land Holdings Co., Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,601588,北辰实业,Beijing North Star Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,900902,市北B股,"Shanghai Shibei Hi-Tech Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,900911,金桥Ｂ股,Shanghai Jinqiao Export Processing Zone Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,900928,临港B股,Shanghai Lingang Holdings Corporation Limited,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,900932,陆家Ｂ股,Shanghai Lujiazui Finance and Trade Zone Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,900940,大名城B,Greattown Holdings Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,900955,海创B股,"HNA INNOVATION(SHANGHAI) CO., LTD.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,900957,凌云Ｂ股,"Shanghai Lingyun Industries Development Co.,Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2016-03-25,000415,渤海金控,"Bohai Financial Investment Holding Co.,Ltd.",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,71,租赁业,Leasing
2016-03-25,603300,华铁科技,"Zhejiang Huatie Construction Safety Science And Technology Co.,Ltd.",Shanghai,L,租赁和商务服务业,Leasing and commerce service,71,租赁业,Leasing
2016-03-25,000058,深赛格,Shenzhen SEG Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,000061,农 产 品,Shenzhen Agricultural Products Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,000062,深圳华强,Shenzhen Huaqiang Industry Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,000796,凯撒旅游,"HNA-CAISSA TRAVEL GROUP CO.,LTD.",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,000861,海印股份,Guangdong Highsun Group Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002143,印纪传媒,"DMG Entertainment and Media Co., Ltd.",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002181,粤传媒,"Guangdong Guangzhou Daily Media Co., Ltd.",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002183,怡亚通,Eternal Asia Supply Chain Management Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002210,飞马国际,Shenzhen Feima International Supply Chain Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002344,海宁皮城,Haining China Leather Market Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002400,省广股份,"GUANGDONG ADVERTISING GROUP CO.,LTD",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002707,众信旅游,"Beijing UTour International Travel Service Co., Ltd.",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002712,思美传媒,"Simei Media Co., Ltd.",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,002769,普路通,"Shenzhen Prolto Supply Chain Management Co., Ltd.",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,200058,深赛格B,Shenzhen SEG Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,300058,蓝色光标,BlueFocus Communication Group Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,300063,天龙集团,Guangdong Sky Dragon Printing Ink Group Co Ltd,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,300071,华谊嘉信,Spearhead Integrated Marketing Communication Group,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,300178,腾邦国际,Shenzhen Tempus Global Business Service Holding Ltd.,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,600057,象屿股份,"Xiamen Xiangyu Co., Ltd.",Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,600138,中青旅,China CYTS Tours Holding Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,600358,国旅联合,China United Travel Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,600415,小商品城,Zhejiang China Commodities City Group Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,600640,号百控股,"Besttone Holding Co.,Ltd",Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,600790,轻纺城,Zhejiang China Light & Textile Industrial City Group Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,601888,中国国旅,China International Travel Service Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,603117,万林股份,"Jiangsu Wanlin Modern Logistics Co., Ltd.",Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,603598,引力传媒,"Inly Media Co., Ltd.",Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,603729,龙韵股份,"Shanghai LongYun Advertising & Media Co.,Ltd.",Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,900929,锦旅Ｂ股,Shanghai Jinjiang International Travel Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2016-03-25,300404,博济医药,"Guangzhou Boji Medical & Biotechnological Co., Ltd.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,73,研究和试验发展,research and experiment test
2016-03-25,600645,中源协和,"ZHONGYUAN UNION CELL & GENE ENGINEERING CORP., LTD",Shanghai,M,科学研究和技术服务业,scientific research and technology service,73,研究和试验发展,research and experiment test
2016-03-25,002116,中国海诚,China Haisum Engineering Co Ltd,Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,002178,延华智能,"Shanghai Yanhua Smartech Group Co., Ltd",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,002398,建研集团,Xiamen Academy Of Building Research Group Co Ltd,Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,002469,三维工程,Shandong Sunway Petrochemical Engineering Co Ltd,Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,002738,中矿资源,"Sinomine Resource Exploration Co., Ltd.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,002776,柏堡龙,"GUANGDONG BOBAOLON CO.,LTD.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,300008,上海佳豪,Shanghai Bestway Marine Engineering Design Co Ltd,Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,300012,华测检测,"CENTRE TESTING INTERNATIONAL GROUP CO., LTD.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,300125,易世达,Dalian East New Energy Development Co Ltd,Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2016-03-25,300215,电科院,Suzhou Electrical Apparatus Science Academy Co Ltd,Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
